Id,Date,Site,County,State,Species,Sex,Age,Reproduction,Forearm,Weight,Data Project
2409234,00:00.0,"Stephen Forest (Lucas), 9 mi E Chariton, 5.3 mi N, Highway 34, Lucas, United States","Lucas, US.IA",Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409238,00:00.0,"Sadler's Woods (Marion), 1 mi S, 2.5 mi W Pella, Marion, United States","Marion, US.IA",Iowa,Lasionycteris noctivagans,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409239,00:00.0,"Sadler's Woods (Marion), 1 mi S, 2.5 mi W Pella, Marion, United States","Marion, US.IA",Iowa,Lasionycteris noctivagans,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409240,00:00.0,"Sadler's Woods (Marion), 1 mi S, 2.5 mi W Pella, Marion, United States","Marion, US.IA",Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409244,00:00.0,"Stephen Forest (Lucas), 9 mi E Chariton, 5.3 mi N, Highway 34, Lucas, United States","Lucas, US.IA",Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409249,00:00.0,"Stephen Forest (Lucas), 9 mi E Chariton, 5.3 mi N, Highway 34, Lucas, United States","Lucas, US.IA",Iowa,Lasionycteris noctivagans,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409253,00:00.0,"Stephen Forest (Lucas), 9 mi E Chariton, 5.3 mi N, Highway 34, Lucas, United States","Lucas, US.IA",Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409256,00:00.0,"Stephen Forest (Lucas), 9 mi E Chariton, 5.3 mi N, Highway 34, Lucas, United States","Lucas, US.IA",Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409257,00:00.0,"Stephen Forest (Lucas), 9 mi E Chariton, 5.3 mi N, Highway 34, Lucas, United States","Lucas, US.IA",Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409267,00:00.0,"N. Sand Creek (Decator), 3.25 mi N, 2 mi W Grand River, US.IA, United States",,Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409292,00:00.0,"N. Sand Creek (Decator), 3.25 mi N, 2 mi W Grand River, US.IA, United States",,Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409295,00:00.0,"N. Sand Creek (Decator), 3.25 mi N, 2 mi W Grand River, US.IA, United States",,Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409296,00:00.0,"N. Sand Creek (Decator), 3.25 mi N, 2 mi W Grand River, US.IA, United States",,Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409298,00:00.0,"N. Sand Creek (Decator), 3.25 mi N, 2 mi W Grand River, US.IA, United States",,Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409300,00:00.0,"N. Sand Creek (Decator), 3.25 mi N, 2 mi W Grand River, US.IA, United States",,Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409303,00:00.0,"N. Sand Creek (Decator), 3.25 mi N, 2 mi W Grand River, US.IA, United States",,Iowa,Lasionycteris noctivagans,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409306,00:00.0,"N. Sand Creek (Decator), 3.25 mi N, 2 mi W Grand River, US.IA, United States",,Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409307,00:00.0,"N. Sand Creek (Decator), 3.25 mi N, 2 mi W Grand River, US.IA, United States",,Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409308,00:00.0,"N. Sand Creek (Decator), 3.25 mi N, 2 mi W Grand River, US.IA, United States",,Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409310,00:00.0,"N. Sand Creek (Decator), 3.25 mi N, 2 mi W Grand River, US.IA, United States",,Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409311,00:00.0,"N. Sand Creek (Decator), 3.25 mi N, 2 mi W Grand River, US.IA, United States",,Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409324,00:00.0,"Lacey-Keosauqua State Park (Van Buren), West of bridge Ely's Ford, 1 mis s, 1 mi W Keosauqua, Van Buren, United States","Van Buren, US.IA",Iowa,Lasionycteris noctivagans,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409402,00:00.0,"N. Sand Creek (Decator), 3.25 mi N, 2 mi W Grand River, US.IA, United States",,Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409403,00:00.0,"N. Sand Creek (Decator), 3.25 mi N, 2 mi W Grand River, US.IA, United States",,Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409407,00:00.0,"N. Sand Creek (Decator), 3.25 mi N, 2 mi W Grand River, US.IA, United States",,Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409409,00:00.0,"N. Sand Creek (Decator), 3.25 mi N, 2 mi W Grand River, US.IA, United States",,Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409410,00:00.0,"N. Sand Creek (Decator), 3.25 mi N, 2 mi W Grand River, US.IA, United States",,Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409413,00:00.0,"N. Sand Creek (Decator), 3.25 mi N, 2 mi W Grand River, US.IA, United States",,Iowa,Lasionycteris noctivagans,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409417,00:00.0,"Goeldner Woods (Madison), 7.5 mi N, 2.5 mi W of Winterset, Madison, United States","Madison, US.IA",Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409418,00:00.0,"Goeldner Woods (Madison), 7.5 mi N, 2.5 mi W of Winterset, Madison, United States","Madison, US.IA",Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409420,00:00.0,"Goeldner Woods (Madison), 7.5 mi N, 2.5 mi W of Winterset, Madison, United States","Madison, US.IA",Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409422,00:00.0,"Goeldner Woods (Madison), 7.5 mi N, 2.5 mi W of Winterset, Madison, United States","Madison, US.IA",Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409430,00:00.0,"Goeldner Woods (Madison), 7.5 mi N, 2.5 mi W of Winterset, Madison, United States","Madison, US.IA",Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409432,00:00.0,"Goeldner Woods (Madison), 7.5 mi N, 2.5 mi W of Winterset, Madison, United States","Madison, US.IA",Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409433,00:00.0,"Goeldner Woods (Madison), 7.5 mi N, 2.5 mi W of Winterset, Madison, United States","Madison, US.IA",Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409453,00:00.0,"Goeldner Woods (Madison), 7.5 mi N, 2.5 mi W of Winterset, Madison, United States","Madison, US.IA",Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409474,00:00.0,"Goeldner Woods (Madison), 7.5 mi N, 2.5 mi W of Winterset, Madison, United States","Madison, US.IA",Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409475,00:00.0,"Goeldner Woods (Madison), 7.5 mi N, 2.5 mi W of Winterset, Madison, United States","Madison, US.IA",Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409477,00:00.0,"Goeldner Woods (Madison), 7.5 mi N, 2.5 mi W of Winterset, Madison, United States","Madison, US.IA",Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2409478,00:00.0,"Goeldner Woods (Madison), 7.5 mi N, 2.5 mi W of Winterset, Madison, United States","Madison, US.IA",Iowa,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2425697,00:00.0,"Webster (Wayne), Clarks', Wayne, United States","Wayne, US.IN",Indiana,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2425704,00:00.0,"Earlham College (Wayne), Wayne, United States","Wayne, US.IN",Indiana,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2425783,00:00.0,"Clark's (Wayne), Wayne, United States","Wayne, US.IN",Indiana,Lasionycteris noctivagans,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2426183,00:00.0,"Saltpeter Cave (Crawford), Wyandotte Caves State Recreation Area, Crawford, United States","Crawford, US.IN",Indiana,Lasionycteris noctivagans,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2426184,00:00.0,"Saltpeter Cave (Crawford), Wyandotte Caves State Recreation Area, Crawford, United States","Crawford, US.IN",Indiana,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2426743,00:00.0,"Tunnel Cave (Jefferson), Clifty Falls State Park, Jefferson, United States","Jefferson, US.IN",Indiana,Lasionycteris noctivagans,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2427202,00:00.0,"Wyandotte Cave (Crawford), Wyandotte Caves State Recreation Area, Crawford, United States","Crawford, US.IN",Indiana,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2427675,00:00.0,"Wyandotte Cave (Crawford), Wyandotte Caves State Recreation Area, Crawford, United States","Crawford, US.IN",Indiana,Lasionycteris noctivagans,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2347102,00:00.0,"Wyandotte Cave (Crawford), Wyandotte Caves State Recreation Area, Crawford, United States","Crawford, US.IN",Indiana,Lasionycteris noctivagans,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2528120,00:00.0,"Goold Cave (Jennings), Crosley State Fish and Game Area, Jennings, United States","Jennings, US.IN",Indiana,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2539870,00:00.0,"Donaldson's Cave (Lawrence), Donaldson Cave Nature Preserve, Lawrence, United States","Lawrence, US.IN",Indiana,Lasionycteris noctivagans,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2539871,00:00.0,"Donaldson's Cave (Lawrence), Donaldson Cave Nature Preserve, Lawrence, United States","Lawrence, US.IN",Indiana,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2665985,00:00.0,"At Big Lake (Meeker), Near Eden Valley, Meeker, United States","Meeker, US.MN",Minnesota,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2671618,00:00.0,"University of Michigan Biological Station (Cheboygen), Douglas Lake, US.MI, United States",,Michigan,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2687341,00:00.0,"Ledges State Park (Boone), Boone, United States","Boone, US.IA",Iowa,Lasionycteris noctivagans,Female,Adult,Lactating,,,U.S. Bat Banding Program Data
2687622,00:00.0,"McHose Park (Boone), Boone, United States","Boone, US.IA",Iowa,Lasionycteris noctivagans,Female,Adult,Lactating,,,U.S. Bat Banding Program Data
2687623,00:00.0,"McHose Park (Boone), Boone, United States","Boone, US.IA",Iowa,Lasionycteris noctivagans,Female,Adult,Lactating,,,U.S. Bat Banding Program Data
2687627,00:00.0,"McHose Park (Boone), Boone, United States","Boone, US.IA",Iowa,Lasionycteris noctivagans,Female,Adult,Lactating,,,U.S. Bat Banding Program Data
2687629,00:00.0,"McHose Park (Boone), Boone, United States","Boone, US.IA",Iowa,Lasionycteris noctivagans,Female,Adult,Pregnant,,,U.S. Bat Banding Program Data
2687630,00:00.0,"McHose Park (Boone), Boone, United States","Boone, US.IA",Iowa,Lasionycteris noctivagans,Female,Adult,Lactating,,,U.S. Bat Banding Program Data
2687853,00:00.0,"McHose Park (Boone), Boone, United States","Boone, US.IA",Iowa,Lasionycteris noctivagans,Female,Juvenile,Non Reproductive,,,U.S. Bat Banding Program Data
2687905,00:00.0,"Boone, 1.5 mi S, 2 mi W of (Boone), Boone, United States","Boone, US.IA",Iowa,Lasionycteris noctivagans,Male,Juvenile,Non Reproductive,,,U.S. Bat Banding Program Data
2690034,00:00.0,"Little Creek Cabin (Catron),Gila Wilderness, T12S, Sec. 33, R15W, 7300', Catron, United States","Catron, US.NM",New Mexico,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
2690037,00:00.0,"Little Creek Cabin (Catron),Gila Wilderness, T12S, Sec. 33, R15W, 7300', Catron, United States","Catron, US.NM",New Mexico,Lasionycteris noctivagans,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2690078,00:00.0,"Woodland Park (Catron),Gila Wilderness, T11S, Sec. 35, R15W, 7300', Catron, United States","Catron, US.NM",New Mexico,Lasionycteris noctivagans,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2690080,00:00.0,"Iron Creek Mesa Lake (Catron),Gila Wilderness, T11S, Sec. 2, R17W, 8300', Catron, United States","Catron, US.NM",New Mexico,Lasionycteris noctivagans,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2690086,00:00.0,"Iron Creek Mesa Lake (Catron),Gila Wilderness, T11S, Sec. 2, R17W, 8300', Catron, United States","Catron, US.NM",New Mexico,Lasionycteris noctivagans,Male,Unknown,Unknown,,,U.S. Bat Banding Program Data
2704150,00:00.0,"Chicago (Cook), Cook, United States","Cook, US.IL",Illinois,Lasionycteris noctivagans,Unknown,Unknown,Unknown,,,U.S. Bat Banding Program Data
2826659,00:00.0,"State College (Stearns), Stearns, United States","Stearns, US.MN",Minnesota,Lasionycteris noctivagans,Female,Unknown,Unknown,,,U.S. Bat Banding Program Data
